original_title,belongs_to_collection,original_language,budget,popularity,production_countries,runtime,spoken_languages,vote_average,vote_count,revenue,Foreign,Science Fiction,Romance,Action,Crime,Thriller,Family,Fantasy,Western,War,Horror,History,Animation,Comedy,Adventure,Mystery,Documentary,Music,Drama,release_year,production_companies_count,crew,cast
Beverly Hills Chihuahua,1,1,20000000.0,9.569765,1,91.0,1,4.9,217.0,149281606.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2008,1,2,13
Australia,0,1,130000000.0,9.566135,3,165.0,2,6.3,712.0,49554002.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,5,101,45
Bolt,0,1,150000000.0,15.580915,1,98.0,1,6.3,1798.0,309979994.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2008,1,156,16
Milk,0,1,20000000.0,10.680121,1,128.0,1,7.1,628.0,54586584.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2008,1,6,13
Twilight,1,1,37000000.0,31.282029,1,122.0,1,5.8,3688.0,392616625.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2008,6,3,26
Transporter 3,1,1,30000000.0,9.296824,2,104.0,5,5.9,1110.0,108979549.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,4,6,11
Four Christmases,0,1,80000000.0,7.210383,1,88.0,1,5.3,337.0,163733697.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2008,5,20,25
The Boy in the Striped Pyjamas,0,1,12500000.0,8.912738,2,94.0,1,7.7,1492.0,20416563.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2008,3,55,19
Surveillance,0,1,3500000.0,6.804406,1,97.0,1,6.0,111.0,1115493.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2008,3,25,20
Fireproof,0,1,500000.0,5.329195,1,122.0,1,7.0,100.0,33456317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,5,3,15
Igor,0,1,25000000.0,9.369432,2,87.0,1,5.6,154.0,30000000.0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2008,2,5,24
Punisher: War Zone,0,1,20500000.0,8.333526,3,102.0,2,5.6,298.0,10089373.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,6,96,17
The Day the Earth Stood Still,0,1,80000000.0,9.265322,2,104.0,2,5.2,1057.0,233093859.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,5,72,18
Doubt,0,1,20000000.0,9.278263,1,104.0,1,7.0,445.0,50907234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2008,2,26,45
Gran Torino,0,1,33000000.0,14.794228,2,116.0,1,7.8,3181.0,269958228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,7,74,51
The Reader,0,1,32000000.0,7.931732,2,124.0,4,7.2,835.0,113019290.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,9,29,26
Seven Pounds,0,1,55000000.0,21.708267,1,123.0,2,7.5,2092.0,168167691.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,4,21,17
The Wrestler,0,1,6000000.0,7.903956,1,109.0,1,7.3,1031.0,44703995.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,4,44,74
The Curious Case of Benjamin Button,0,1,150000000.0,17.934821,1,166.0,1,7.3,3398.0,333932083.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2008,3,155,37
Yes Man,0,1,70000000.0,9.756289,1,104.0,3,6.4,1869.0,225990978.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,4,39,20
Valkyrie,0,1,75000000.0,8.635464,2,121.0,2,6.7,1195.0,200276000.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2008,4,27,35
Bedtime Stories,0,1,80000000.0,10.739419,1,99.0,1,5.9,924.0,212874442.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2008,3,4,71
Choke,0,1,3000000.0,7.589546,1,92.0,1,6.0,128.0,3830137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2008,6,29,22
Revolutionary Road,0,1,35000000.0,12.265867,2,119.0,1,6.8,824.0,75225693.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,6,36,19
"Surfer, Dude",0,1,6000000.0,2.023166,1,85.0,2,4.7,25.0,69497.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,0,7,8
Nobel Son,0,1,4000000.0,2.420823,1,110.0,1,6.4,29.0,333912.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2007,1,3,10
Wild Child,0,1,20000000.0,10.420849,3,98.0,1,6.4,421.0,21972336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,4,12,19
Defiance,0,1,32000000.0,13.990891,1,137.0,3,6.7,580.0,51155219.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2008,5,68,73
Marley & Me,1,1,60000000.0,9.729748,1,115.0,1,6.9,1392.0,244082376.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2008,2,75,36
崖の上のポニョ,0,0,41677699.0,8.470945,1,100.0,1,7.5,953.0,187479518.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2008,8,14,24
葉問,1,0,11715578.0,6.004257,1,108.0,3,7.5,1309.0,21888598.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2008,1,8,13
Passengers,0,1,25000000.0,6.274736,2,93.0,1,5.7,214.0,2000000.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2008,5,24,16
The Tale of Despereaux,0,1,60000000.0,12.364579,2,93.0,1,5.8,260.0,50877145.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2008,1,76,18
Bride Wars,0,1,30000000.0,8.33501,1,89.0,1,5.9,884.0,114663461.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,7,4,28
My Bloody Valentine,1,1,15000000.0,5.245883,1,101.0,1,5.3,303.0,100734718.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,1,18,16
Battle in Seattle,0,1,8000000.0,4.518646,1,99.0,1,6.3,75.0,908847.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,3,4,16
Los cronocrímenes,0,0,2600000.0,8.623982,1,92.0,1,7.0,313.0,553198.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,4,25,8
Underworld: Rise of the Lycans,1,1,35000000.0,11.654958,1,92.0,1,6.2,1447.0,91353501.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2009,4,24,19
Inkheart,0,1,60000000.0,13.570926,3,106.0,1,6.0,610.0,57490374.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2008,2,27,20
The Lazarus Project,0,1,9750000.0,11.387338,2,99.0,1,6.0,116.0,558000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,4,80,32
Paul Blart: Mall Cop,1,1,26000000.0,13.003122,1,91.0,1,5.2,807.0,183293131.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2009,4,30,122
The Unborn,0,1,16000000.0,7.108555,1,87.0,2,4.8,373.0,76514050.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,4,17,13
Outlander,0,1,50000000.0,14.611182,2,115.0,1,6.1,354.0,7033683.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,5,52,16
Go Go Tales,0,1,4000000.0,4.382184,2,96.0,1,5.4,14.0,907456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2007,3,21,35
The Grudge 3,1,1,5000000.0,10.510468,1,90.0,3,5.3,150.0,38610009.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,3,35,10
Coraline,0,1,60000000.0,16.639915,1,100.0,1,7.3,1432.0,124596398.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2009,2,79,8
Push,0,1,38000000.0,11.596222,2,111.0,1,5.9,671.0,45465299.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,3,28,15
The International,0,1,50000000.0,6.583609,3,118.0,5,6.0,373.0,60161391.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,4,8,36
Two Lovers,0,1,12000000.0,8.032616,2,110.0,1,6.6,157.0,3148182.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,3,14,47
He's Just Not That Into You,0,1,40000000.0,8.376094,3,129.0,1,6.2,988.0,177259441.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,3,5,41
Hotel for Dogs,0,1,35000000.0,6.317992,1,100.0,1,5.7,205.0,73034460.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2009,2,6,16
My Name Is Bruce,0,1,1500000.0,8.708789,1,86.0,1,5.9,107.0,173066.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2007,2,3,7
Funny People,0,1,75000000.0,9.900376,1,146.0,1,5.6,398.0,61458982.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,6,17,78
Street Fighter: The Legend of Chun-Li,1,1,50000000.0,6.660188,4,97.0,1,3.9,113.0,12764201.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,2,6,7
Away We Go,0,1,17000000.0,6.590093,1,98.0,1,6.7,189.0,14899417.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,3,43,17
Il Divo,0,0,7275000.0,7.728333,1,110.0,1,7.5,166.0,11260366.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,1,2,73
Paris,0,0,19000000.0,4.249948,1,130.0,1,6.5,79.0,23550000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,7,8,22
Friday the 13th,1,1,19000000.0,14.20229,1,97.0,1,5.7,566.0,91379051.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,1,6,23
Rock-A-Doodle,0,1,18000000.0,3.602031,3,77.0,1,5.3,46.0,11657385.0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1991,3,18,7
Dr. Horrible's Sing-Along Blog,0,1,200000.0,8.927994,1,42.0,1,7.8,236.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2008,0,5,17
"I Love You, Man",0,1,41000000.0,12.929653,1,105.0,1,6.5,531.0,91636986.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,3,82,46
Duplicity,0,1,78146652.0,9.097953,2,125.0,4,5.7,203.0,60000000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,4,52,34
Knowing,0,1,50000000.0,9.806904,3,121.0,1,5.9,1528.0,155446362.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2009,6,23,17
Ong Bak 2,1,0,8500000.0,8.553506,1,98.0,4,5.9,156.0,8936663.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,1,5,4
Män som hatar kvinnor,1,0,13000000.0,9.858687,3,152.0,2,7.4,1020.0,104345682.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2009,10,47,36
Sunshine Cleaning,0,1,5000000.0,9.098119,1,102.0,2,6.5,256.0,16174377.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2008,3,11,20
Monsters vs Aliens,0,1,175000000.0,14.243634,1,94.0,1,6.0,1464.0,381509870.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2009,1,11,28
Nothing But the Truth,0,1,11500000.0,8.719145,1,108.0,1,6.9,134.0,186702.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,2,2,13
Star of Midnight,0,1,280.0,0.110801,1,90.0,1,5.3,3.0,831.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1935,1,12,13
Adventureland,0,1,9500000.0,6.77887,1,107.0,1,6.4,748.0,17164377.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,3,24,25
Confessions of a Shopaholic,0,1,40000000.0,8.198789,1,104.0,2,6.1,787.0,108332743.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,2,10,24
Fast & Furious,1,1,85000000.0,1.498902,1,107.0,1,6.5,2426.0,363164265.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,5,123,48
The Boat That Rocked,0,1,50000000.0,8.395618,3,116.0,1,7.2,678.0,36348784.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,6,14,30
17 Again,0,1,20000000.0,11.362762,1,102.0,1,6.1,1388.0,136267476.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,2,54,49
Inglourious Basterds,0,1,70000000.0,16.89564,2,153.0,4,7.9,6598.0,319131050.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2009,5,42,71
State of Play,0,1,60000000.0,8.905732,3,127.0,2,6.7,489.0,87784194.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,5,25,22
Crank: High Voltage,1,1,20000000.0,10.044642,1,96.0,1,5.9,878.0,34560577.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,3,86,96
Moon,0,1,5000000.0,13.336773,1,97.0,2,7.6,1831.0,9760104.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,4,23,10
The Young Victoria,0,1,35000000.0,8.437587,2,105.0,2,7.1,330.0,27409889.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,1,18,21
The Informers,0,1,18000000.0,6.675032,2,98.0,1,4.4,60.0,382174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,1,5,23
X-Men Origins: Wolverine,1,1,150000000.0,1.456541,1,107.0,1,6.2,4086.0,373062864.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,8,8,63
The Girlfriend Experience,0,1,1700000.0,6.115299,1,77.0,2,5.2,83.0,1007962.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,3,11,10
赤壁 2,1,0,80000000.0,7.309903,1,136.0,2,7.1,110.0,121059225.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2009,3,9,30
S. Darko,1,1,4000000.0,7.959965,1,103.0,1,3.6,124.0,4100000.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,3,18,26
Earth,0,1,15000000.0,15.30326,3,90.0,2,7.5,136.0,109000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2007,3,14,6
Crossing Over,0,1,25000000.0,6.036408,1,113.0,1,6.2,95.0,1037335.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,3,2,15
Angels & Demons,1,1,150000000.0,22.211558,2,138.0,6,6.5,2183.0,356613439.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,4,107,47
Terminator Salvation,1,1,200000000.0,16.507496,4,115.0,2,5.9,2496.0,371353001.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,4,55,15
Night at the Museum: Battle of the Smithsonian,1,1,150000000.0,15.417181,2,105.0,1,5.9,2026.0,413106170.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2009,6,16,42
The Brothers Bloom,0,1,20000000.0,7.973126,1,114.0,4,6.8,206.0,5530764.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2008,3,20,25
The Soloist,0,1,60000000.0,11.328316,1,109.0,1,6.6,237.0,31720158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,6,21,12
The Last House on the Left,0,1,15000000.0,13.634766,1,110.0,1,6.2,449.0,32721635.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2009,3,51,11
Drag Me to Hell,0,1,30000000.0,15.809588,1,99.0,4,6.2,995.0,90810892.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,5,81,45
Up,0,1,175000000.0,19.330884,1,96.0,1,7.8,7048.0,735099082.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2009,1,91,16
Fired Up!,0,1,20000000.0,6.312206,1,90.0,1,6.0,194.0,18599102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,4,5,24
The Hangover,1,1,35000000.0,23.947351,2,100.0,1,7.2,6324.0,459270619.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,4,21,87
Antichrist,0,0,11000000.0,7.769607,6,108.0,1,6.4,687.0,791867.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2009,24,38,3
Billu,0,0,5750000.0,1.355305,1,137.0,1,6.5,27.0,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,2,8,12
Special,0,1,1000000.0,2.003309,1,81.0,1,6.6,32.0,7202.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2006,1,4,8
New in Town,0,1,8000000.0,12.357072,2,97.0,2,5.2,99.0,29010817.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,5,19,18
Død snø,1,0,800000.0,7.974726,1,91.0,1,6.1,313.0,1984662.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2009,7,28,10
Land of the Lost,0,1,100000000.0,7.642063,1,102.0,1,5.4,387.0,68688831.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2009,4,27,18
The Taking of Pelham 1 2 3,0,1,100000000.0,15.09911,1,106.0,1,6.2,971.0,150166126.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,5,19,22
The Proposal,0,1,40000000.0,8.058337,1,108.0,1,6.7,1858.0,317375031.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,3,26,71
Dillinger,0,1,1000000.0,8.005804,1,107.0,2,6.7,23.0,2000000.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1973,1,23,13
Year One,0,1,60000000.0,10.087637,1,97.0,1,4.6,538.0,62357900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2009,3,12,24
The Hurt Locker,0,1,15000000.0,9.403724,1,131.0,3,7.2,1881.0,42000000.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2008,6,28,11
Transformers: Revenge of the Fallen,1,1,150000000.0,4.351756,1,150.0,2,6.0,3192.0,836297228.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,7,55,37
Whatever Works,0,1,15000000.0,8.930341,2,92.0,1,6.8,365.0,35097815.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,4,6,20
Public Enemies,0,1,80000000.0,10.364794,1,140.0,1,6.5,1371.0,214104620.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2009,7,108,49
Ice Age: Dawn of the Dinosaurs,1,1,90000000.0,12.980624,1,94.0,1,6.5,2330.0,886686817.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2009,2,8,27
Night Of The Living Dead 3D,0,1,3000000.0,1.017103,1,80.0,2,4.0,12.0,1449945.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007,2,9,15
My Sister's Keeper,0,1,30000000.0,6.793972,1,109.0,2,7.1,614.0,95714875.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,3,22,16
Hood of Horror,0,1,5000000.0,2.06528,1,84.0,2,4.2,18.0,25900.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2006,4,6,16
Kandukondain Kandukondain,0,0,500000.0,0.660663,1,157.0,3,6.4,7.0,500000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,0,7,11
(500) Days of Summer,0,1,7500000.0,16.376657,1,95.0,3,7.2,2993.0,60722734.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,3,35,23
Obitaemyy Ostrov,1,0,36500000.0,2.047794,1,115.0,1,5.4,24.0,21834845.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,4,50,15
Harry Potter and the Half-Blood Prince,1,1,250000000.0,19.083723,2,153.0,1,7.4,5435.0,933959197.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2009,2,27,49
The Fast and the Furious,0,1,66000.0,1.114697,1,73.0,1,3.8,6.0,250000.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1955,2,19,16
The Imaginarium of Doctor Parnassus,0,1,30000000.0,6.859934,3,123.0,3,6.3,885.0,64352607.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2009,12,8,24
Chéri,0,1,23000000.0,4.164362,3,86.0,4,5.9,57.0,9366227.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,18,12,16
Orphan,0,1,20000000.0,8.730934,4,123.0,3,6.7,1296.0,41596251.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,4,32,24
The Ugly Truth,0,1,38000000.0,8.450799,1,96.0,1,6.4,1005.0,205298907.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,2,17,74
The Collector,1,1,3400000.0,6.727804,1,88.0,1,6.3,365.0,114000000.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,3,61,27
A Perfect Getaway,0,1,14000000.0,11.017008,1,98.0,1,6.2,355.0,22852638.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2009,5,25,12
Aliens in the Attic,0,1,45000000.0,11.618472,2,86.0,1,5.3,254.0,57881056.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2009,5,14,18
District 9,0,1,30000000.0,11.589835,4,112.0,6,7.3,3451.0,210819611.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,10,78,43
Julie & Julia,0,1,40000000.0,8.142089,1,123.0,2,6.6,579.0,129540499.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,3,21,15
Obsessed,0,1,20000000.0,7.175154,1,108.0,1,5.1,138.0,73830340.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,1,7,9
Race to Witch Mountain,0,1,50000000.0,8.176147,1,98.0,1,5.4,520.0,106303988.0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2009,2,10,45
Hannah Montana: The Movie,0,1,35000000.0,6.332878,1,102.0,1,6.0,465.0,155545279.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2009,3,41,15
G.I. Joe: The Rise of Cobra,1,1,175000000.0,11.787058,2,118.0,3,5.6,1988.0,302469017.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,5,23,23
12 Rounds,1,1,20000000.0,13.591485,1,108.0,2,5.7,223.0,17280326.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2009,5,44,61
"Silent Night, Deadly Night Part 2",1,1,250000.0,1.225871,1,88.0,1,4.7,26.0,154323.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1987,1,15,52
The Time Traveler's Wife,0,1,39000000.0,13.682598,1,107.0,1,6.7,815.0,101229792.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2009,4,25,34
Bandslam,0,1,20000000.0,5.757056,1,111.0,1,5.4,129.0,5210988.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2009,3,17,52
"I Love You, Beth Cooper",0,1,18000000.0,9.434281,2,102.0,1,5.2,204.0,15345201.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,5,13,17
Paper Heart,0,1,1000000.0,7.648005,1,88.0,1,5.7,37.0,1296971.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,0,3,6
G-Force,0,1,150000000.0,9.163791,1,88.0,1,5.1,519.0,292817841.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2009,3,15,21
Christopher Columbus: The Discovery,0,0,40000000.0,5.996407,3,120.0,1,4.3,13.0,8251071.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1,5,8
Tetro,0,1,15000000.0,2.90333,4,127.0,3,6.7,49.0,113221.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2009,4,10,24
Bronson,0,1,230000.0,9.521043,1,92.0,1,6.9,756.0,2260712.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,6,19,16
The Secret of Moonacre,0,1,12000000.0,12.01334,6,103.0,1,6.2,112.0,7070330.0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2008,7,26,15
Post Grad,0,1,15000000.0,9.747452,1,89.0,1,5.0,102.0,6405245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,4,56,31
My Life in Ruins,0,1,17000000.0,7.19669,2,95.0,1,5.6,104.0,20455276.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,2,2,15
Halloween II,1,1,15000000.0,7.490807,1,105.0,1,5.1,273.0,39421467.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,3,17,39
Five Graves to Cairo,0,1,855000.0,1.121417,1,96.0,2,6.9,22.0,1200000.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1943,1,29,18
Videocracy,0,1,700000.0,0.712844,4,85.0,2,6.4,9.0,1179676.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,1,2,7
El secreto de sus ojos,0,0,2000000.0,11.251632,2,129.0,1,7.8,638.0,33965843.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2009,9,47,31
